id,title,description,category,price,ranking
B001VT3U6U,Ed Hardy ~ Love &amp; Luck (Women) .25 oz Eau de Parfum Spray,Ed Hardy Love & Luck for women is soft and elegant. The fragrance was developed by perfumer Adriana ...,Eau de Parfum | Fragrance | Women's,11.3,201229
B001VT6NPU,iTools Flash Heat 1 Inch Nano-Ceramic Styling Iron Model No. ST-FH-1.0,Buy Bio Ionic Flat Irons - iTools Flash Heat 1 Inch Nano-Ceramic Styling Iron Model No. ST-FH-1.0,Flattening Irons | Styling Tools | Hair Care | Irons,48.99,187283
B001VTEAH8,APLUS Ozone Lace Front Wig 004NW Color #613,*Returns and Exchanges Policy  Your satisfaction is important to us! 100% Exchange/Returns on purcha...,Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,67.99,316190
B001VTMY44,"Patricia Wexler MD Acne Scription Acne Spot Treatment w/ Acnostat, .5 oz, New in Box",Brand New Patricia Wexler M.D. Skin Care Products from Bath & Body Works  A targeted emergency acne ...,Cleansers | Face | Skin Care,,361019
B001VTVXN2,Calgon Moisturizing Bath Beads,DISCOVER THE ULTIMATE IN RELAXATION WITH MOISTURIZING BATH BEADS. ENRICHED WITH SOOTHING ALOE AND HE...,Bath & Body | Bath | Oils,,481547
B001VY0428,Medique Products - Cotton Tip Applicator - 3 In- 100/Vial,These Cotton Tip Applicators from Medique are ideal for application of topical dressings in first ai...,Tools & Accessories | Cotton & Swabs | Cotton Swabs,1.65,540374
B001VYVFSK,"Herbal Essences Citrus Lift Bodifying Conditioner with Tangerine, Lemon Grass, and Aloe Vera, 12 Oz. Bottle.",Herbal Essences Citrus Lift Bodifying Conditioner,Hair Care | Conditioners,12.33,377029
B001VYX7DG,Emporio Armani Diamonds for Men Gift Set Includes 2.5 Oz EDT and 2.5 After Shave,(Men) EMPORIO ARMANI DIAMONDS - 2 Piece set: 2.5 oz Eau de Toilette Spray + 2.5 oz After Shave by Gi...,Men's | Fragrance | Sets,,575413
B001VYX7KO,"Nature Fusion Moisturizing Shampoo with Melon Essence - Powered by Cassia, 12.6 oz",PANTENE SHA N/F MOISTR BALANCE Size: 12.6 OZ,Shampoos | Hair Care,6.78,338270
B001VZ3HSA,Psalmstre New Placenta Herbal Beauty Soap - Classic 135g,Psalmstre New Placenta Herbal Beauty Soap - Classic 135g  Now with double-acting anti-aging!  Ideal ...,Bath & Body | Cleansers | Soaps,7.12,145693
B001VZ4T96,Psalmstre New Placenta Herbal Beauty Soap - Goats Milk 135g,Psalmstre's New Placenta with Goat's Milk (135g)  Psalmstre's New Placenta Soap with Goat's Milk is ...,Bath & Body | Cleansers | Soaps,7.45,122608
B001W039GY,"Bella B Mama Soak, Refreshing Sitz Bath Powder, 16 Oz","This is ideal for use during or after pregnancy or anytime. The Bella B Mama Soak is a rich, luxurio...",Maternity | Skin Care,14.82,41260
B001W039O6,"Bella B Sunny Bee Natural Sunscreen 40+ Spf, 4 Oz",The Sunny Bee Natural Sunscreen is made with organic ingredients. It comes with UVA and UVB protecti...,Skin Protection | Skin Care | Sun,,428311
B001W0OO3Q,John Frieda Root Awakening Lift + Refresh Root Spray for Oily Scalp &amp; Dry Hair 6 fl oz,Root awakening health boosting detangling spray for all hair types was launched by the design house ...,Hair Sprays | Styling Products | Hair Care,24.0,56653
B001W0QHK4,University medical regenetresse thinning hair intensive treatment system - 14 oz kit,"For Men and Womenwith Niacin, Biotin, L-Arginine, Panthenol and Trichogen",Hair Loss Products | Hair Regrowth Treatments | Hair Care,29.99,194435
B001W0SK90,John Frieda Sheer Blonde Go Blonder Lightening Hair Conditioner - 9.3 Oz,John frieda sheer blonde go blonder lightening conditioner gradually lightens all blonde shades whil...,Hair Care | Conditioners,8.63,98421
B001W0UGMO,"Nivea Body Wash Touch of Bliss Moisturizing Body Wash, 16.9 oz",Experience the blissful sensation and invigorating scent this nurturing NIVEA body wash gives you an...,Body | Skin Care | Lotions | Moisturizers,,426132
B001W0WI34,Nivea Touch of Happiness Moisturizing Body Wash -- 16.9 fl oz,Experience the happy sensation and energizing scent this nourishing NIVEA Body Wash gives you and yo...,Bath & Body | Cleansers | Body Washes,8.89,60061
B001W2KFG4,Nubian Heritage Raw Shea Butter 5oz 6 Bar Soap Pack,Raw Shea Butter with Frankincense & Myrrh Soap The Nubian Heritage Raw Shea Butter Collection are re...,Bath & Body | Cleansers | Soaps,18.45,8488
B001W2TAOC,Pravana Pure Light Brightening Conditioner - 10.1 oz,What it is: PURE LIGHT Brightening Conditioner feature a special Dual Ultra-Violet Dye System to neu...,Hair Care | Conditioners,15.9,19266
B001W2X8AO,Pravana Pure Light Sulfate-free Brightening Shampoo for Blonde Silver or Highlighted Hair 10.1oz(300ml),PURE LIGHT Sulfate-Free Brightening Shampoo  What is it?   Pure Light Brightening Shampoo and Condit...,Shampoos | Hair Care,20.95,3645
B001W35SCO,Lime Crime Magic Dust Loose Metallic Red Eye Shadow - Siren,"Intense, hot red with metallic finish.  Ingredients: Mica, Calcium Aluminium Borosilicate, Caprylic/...",Makeup | Eyes | Eye Shadow,,359815
B001W3FKSG,Oxylife Royal Flush -- 60 Capsules,Royal Flush help your system to eliminate toxins and poisons and stimulate the large intestine by ta...,Body | Skin Care | Lotions | Moisturizers,17.16,133158
B001W3KQLC,PRAVANA Keratin Fusion Revitalizing Shampoo 10.1 oz.,KERATIN FUSION SULFATE FREE REVITALIZING SHAMPOO 10.1OZ Design House: Pravana,Shampoos | Hair Care,13.6,39427
B001W3RDWW,Peter Thomas Roth Power K Eye Rescue - 0.5 oz,"Looking tired? Peter Thomas Roth Power K Eye Rescue  reduces dark circles, fine lines, wrinkles, and...",Eyes | Dark Circle Treatments | Skin Care,,201580
B001W49XZQ,"Bain De Terre Recovery Complex Anti Frizz Shine Serum, 10.1 Fluid Ounce","The no hold hair care solution that smoothes and restores dry, damaged, and over worked hair. Assist...",Hair Styling Serums | Styling Products | Hair Care,21.0,15703
B001W6Q2FS,"Fudge Hair Putty Medium Hold Moulding Clay Unisex Cream, 2.5 Ounce",The Fudge Hair Putty is a medium hold styling clay. The putty formula is extremely pliable allowing ...,Pomades & Waxes | Styling Products | Hair Care,13.55,48515
B001W6Q2G2,"Fudge Hair Varnish Shine Wax, 2.37 Ounce","Gives direction, control and definition to short and medium hair types. Lightweight. Glossy finish. ...",Pomades & Waxes | Styling Products | Hair Care,9.93,93717
B001W6Q2KS,"Fudge Paintbox White Shade of Pale Toner and Creative Mixer, 5.07 oz",Fudge Whiter Shade of Pale Fudge Whiter shade of Pale will reduce brassiness and yellow tones in blo...,Face | Skin Care | Toners & Astringents,22.5,17323
B001W7ALV8,Dove Heat Defense Shampoo-12oz,Dove Heat Defense ShampooDiagnosis: For hair that is exposed to frequent heat styling damage.Solutio...,Shampoos | Hair Care,7.0,326938
B001W7HQJS,Clairol Nice 'n Easy Hair Color - Rich Black (133),"Get color so true, all they see is you. Nice 'n Easy gives you expert hightlights and lowlights with...",Hair Color | Chemical Hair Dyes | Hair Care,1.92,329578
B001W7XT08,TerraNova Plumeria 8.25 oz Silky Body Oil,Buy TerraNova Massage Oil & Massage Creams - TerraNova Plumeria 8.25 oz Silky Body Oil,Bath & Body | Bath | Oils,14.46,271574
B001W86YYA,Loccitane En Proyence Very Precious Eye Serum 5ml,L'Occitane Immortelle Very Precious Eye Serum works throughout the night. Its light texture is rapid...,Eyes | Skin Care,,515690
B001W8OI4S,"Terranova Pikake Botanical Watermist, 0.41 Ounce",Precious Pikake blossoms gently scent this hydrating body mist that freshens and softens with restor...,Body | Skin Care | Lotions | Moisturizers,16.0,165780
B001W8QMAQ,Nexxus Aloxxi Botanical Oil-Essential Natural Oils (16.9 Oz),Nexxus Botanic Oil - Essential Natural Oil Replenisher Replenishes adds incredible Shine and repleni...,Body | Skin Care | Oils | Moisturizers,46.48,168763
B001W8U56I,Grace Organic Antioxidant Facial Toner - Speeds Cellular Renewal For Smooth Clear Skin 2.2 oz,"GraceOrganic Antioxidant Facial TonerThe masses of antioxidants in Grace help tone & condition, whil...",Face | Skin Care | Toners & Astringents,10.01,223852
B001W8XMBS,IBIZA HAIR BRUSH G5 ROUND 10 BOUNCY,The G series is a specialty design for course hair. Boar Bristles are nestled with a heat resistant ...,Brushes | Styling Tools | Hair Care,42.0,166134
B001W9OM5M,THERMAfuse Color Care Conditioner (33 oz),Keep your color-treated hair vivid and beautiful! Special ingredients protect your color from fading...,Hair Care | Conditioners,,271361
B001W9OOE6,"Label.M Souffle By Toni &amp; Guy, 4 Ounce","Re-invent the curl with this uber-nourishing, protective mix of Avacado, Barbados Cherry and Olive w...","Creams, Gels & Lotions | Styling Products | Hair Care",9.81,17030
B001W9QDBI,Satin Flower w/ Pearls Bridal Headpiece - White,"The Bridal Satin Flower with Pearls Head Piece measures approximately 7"" x 3 3/4"". This elegant head...",Styling Accessories | Styling Tools | Decorative Combs | Hair Care,,992455
B001W9QIWC,"Label.M Shaper Unisex Paste by Toni &amp; Guy, 1.7 Ounce","A soft-touch, fibrous paste for separating and moulding hair. Edgy, low-shine finish. Creates pliabl...",Pomades & Waxes | Styling Products | Hair Care,10.99,71337
B001W9QS7C,Lime Crime Magic Dust Loose Bright Yellow Eyeshadow - Circus Girl,"Bright, golden yellow - think daffodils in spring!  ""Grounded? Not Molly. Drawn to the finesse and d...",Makeup | Eyes | Eye Shadow,,455362
B001W9SH7G,THERMAfuse Color Care Shampoo (33 oz),"Your hair's future looks brighter than ever! When you use this incredibly gentle, color-protecting s...",Shampoos | Hair Care,,287724
B001W9TQNU,"Lanvin L' Homme Sport By Lanvin For Men Eau De Toilette Spray, 3.3-Ounce / 100 Ml",Lanvin L' Homme Sport Eau De Toilette Spray 3.3 Oz / 100 Ml For Men By Lanvin. It was Launched By Th...,Men's | Fragrance | Eau de Toilette,25.63,90368
B001W9UHUG,"Toni &amp; Guy Label.M Repairing Conditioner, 33.8 Ounce",Toni and Sacha Mascolo have created a global phenomenon in haircare. Hair repair is formulated with ...,Hair Care | Conditioners,25.99,184137
B001W9UHXI,"Label.m Deep Cleansing Shampoo By Toni and Guy for Unisex, 10.1 Ounce",Label.m Deep Cleansing Shampoo is by Toni and Guy for Unisex. It is recommended for normal hair.,Shampoos | Hair Care,9.31,265605
B001W9UILE,"Toni and Guy Label.m Thickening Cream Unisex, 3.4 Ounce",Label. M Thickening CreamSwells hair for thicker and fuller feelActively swells hair to a luxe new d...,"Creams, Gels & Lotions | Styling Products | Hair Care",17.98,88102
B001W9W99S,"Toni and Guy Label.m Curl Cream Unisex, 4.2 Ounce","Label. M Curl Cream Multiple-effect curl/blow-dry cream with Coil E Complex 626 Jojoba, Bran and Sun...","Creams, Gels & Lotions | Styling Products | Hair Care",19.89,32754
B001W9W9CU,"Label.m Glue by Toni &amp; Guy, 3.4 Ounce","Label.m glue by toni and guy is a pump action glue that is expertly formulated to create edgier, fas...","Creams, Gels & Lotions | Styling Products | Hair Care",12.94,182677
B001W9W9IO,"Label.M Relaxing Balm Unisex by Toni &amp; Guy, 5.1 Ounce","Prefect for keeping naturally curly, hard to tame or relaxed hair straight.  It has Lavender, Aprico...","Creams, Gels & Lotions | Styling Products | Hair Care",12.9,36875
B001W9WZ9M,Fekkai Marine Summer Zero-Humidity Frizz Control 150ml/5oz,Buy Fekkai Hair Styling Products - Fekkai Marine Summer Zero-Humidity Frizz Control 150ml/5oz,Hair Styling Serums | Styling Products | Hair Care,14.95,26876
B001W9YDRY,"Label.M Curl Spray By Toni and Guy for Unisex, Hair Spray, 16.9 Ounce",Label.m Curl Spray by Toni & Guy for Unisex - 16.9 oz Hair Spray,Curl Enhancers | Styling Products | Hair Care,,421064
B001W9YDY2,Label M Matt Paste 4.2 Oz,"Label. M Matt Paste Creates an individual edgy matt texture. Malachite, Rhodocrosite and Oxokerite m...","Creams, Gels & Lotions | Styling Products | Hair Care",18.99,23350
B001W9YE32,"Label.M Shaper By Toni &amp; Guy, 4 Ounce","It has a versatile, soft touch paste that allows you to mould and texturize hair to translate indivi...",Pomades & Waxes | Styling Products | Hair Care,20.98,135998
B001W9YOPA,Lime Crime Magic Dust Loose Bright Blue Eyeshadow - Shoe Addict,"""Suzanna's Manhattan apartment was the size of a shoebox, and the rent cleaned her out completely. E...",Makeup | Eyes | Eye Shadow,,510152
B001WAA0HK,Bath &amp; Body Works Black Raspberry Vanilla Body Splash ORIGINAL PLEASURES PACKAGING 8 oz,Bath and body works black raspberry vanilla body splash lavishly spritz our refreshing fragrance mis...,Body Sprays | Fragrance | Women's,,320604
B001WAD7I4,Bath &amp; Body Works Sea Island Cotton 8 Oz Body Splash Body Mist,Bath & Body Works Sea Island Cotton 8 Oz Body Splash Body Mist,Body Sprays | Fragrance | Women's,12.98,163599
B001WAH3QG,"Bath and Body Works Black Amethyst Fragrance Mist (formerly known as body splash), 8 oz.",Lavishly spritz our refreshing fragrance mist all over your body to leave skin lightly scented with ...,Body Sprays | Fragrance | Women's,7.09,34893
B001WAKHWS,"Softsoap Kitchen Fresh Liquid Hand Soap Pump, 8.5-Ounce Bottles (Pack of 6)",With citrus extracts. Wash away bacteria (Wash away dirt & bacteria for good hand hygiene). The US C...,Hands & Nails | Skin Care | Hand Soaps,24.99,120713
B001WAKI18,"Softsoap Midnight Vanilla Foam Pump, 8.5-Ounce Bottles (Pack of 6)",Savor the delightfully delectable scent of Softsoap brand Whipped French Vanilla hand soap. Its volu...,Hands & Nails | Skin Care | Hand Soaps,,467440
B001WAKI72,"Softsoap Ensembles Creamy Cotton Liquid , 8.3-Ounce Refill, Package may vary (Pack of 6)","You have the pump, try a new base. Reusable pump + disposable base. Keep the pump and switch the bas...",Hands & Nails | Skin Care | Hand Soaps,,276216
B001WAKIAO,"Softsoap Ensembles Exotic Orchid Liquid Soap, 8.3-Ounce Refill  (Pack of 6)",Ss Lhs Orchid Refill Ensemble - 6 Pack,Hands & Nails | Skin Care | Hand Soaps,14.99,218715
B001WAKPJI,"Fruits &amp; Passion Fruity Shower Gel, Orange-Cantaloup, 6.7-Ounce Tube","Add a dose of pleasure to your daily beauty rituals with this captivating, fresh and radiantly fragr...",Bath & Body | Cleansers | Body Washes,15.0,688655
B001WAKPP2,"Fruits &amp; Passion Nourishing Collection Body Butter, Carrot, 8.8-Ounce Jar","Add an extra dose of pleasure to your daily care rituals with Fruits & Passion's Body Butter, a nour...",Body | Skin Care | Body Butter | Moisturizers,,656935
B001WAKPTI,"Fruits &amp; Passion Nourishing Collection Shower Cream, Avocado, 6.7-Ounce Tube","Add an extra dose of pleasure to your daily care rituals. Smooth, velvety and lightly foaming, this ...",Bath & Body | Cleansers | Body Washes,14.0,535488
B001WAKPV6,"Fruits &amp; Passion Nourishing Collection Body Nourishing Milk, Monoi, 8.4-Ounce Bottle",Add an extra dose of pleasure to your daily care rituals with Fruits & Passion's Body Milk Spray tha...,Body | Skin Care | Lotions | Moisturizers,,541240
B001WAKPVG,"Fruits &amp; Passion  Monoi, Nourishing Hair Mask, 5 oz jar",Add an extra dose of pleasure to your daily care rituals with Fruits & Passion's Hair Mask. Thanks t...,Hair Care,,604528
B001WAKTWQ,"Prive Amplifying Shampoo No. 9, 16.9-Ounce Bottle","launched by the design house of givenchy in 1997, organza by givenchy is classified as a flowery fra...",Shampoos | Hair Care,23.07,126110
B001WAKTYE,"Prive Detailing Pomade No. 43, 4-Ounce Jar","Prive Detailing Pomade - Herbal Blend No. 43 is enriched with jojoba, herbal blend No. 43 provides a...",Pomades & Waxes | Styling Products | Hair Care,22.8,41723
B001WAKU0W,"Prive Relaxing Gel No. 34 , 6-Ounce Tubes",Prive Relaxing Gel Product is the perfect two-in-one product for either straightening hair or defini...,"Creams, Gels & Lotions | Styling Products | Hair Care",13.92,32352
B001WAKU20,"Prive Reparative Shampoo No. 6, 16.9-Ounce Bottle",Prive reparative shampoo was developed using selected herbal blends to achieve even the most challen...,Shampoos | Hair Care,25.8,35256
B001WAKU52,"Prive Thermal Protection Detangling Spray No. 30, 6-Ounce Bottle",PRIVE by Prive NO. 30 THERMAL PROTECTION DETANGLING SPRAY 6 OZ,Hair Sprays | Styling Products | Hair Care,16.67,77407
B001WAKUC0,"Davines Defining Relaxing Fluid, 5.07-Ounce Tubes",DEFINING RELAXING FLUID 5 OZ Design House: Davines Fragrance Notes: Davines Uses Only Renewable Ener...,Body | Skin Care | Lotions | Moisturizers,38.87,16385
B001WAKUCK,"Davines Defining Invisible Style Cream, 5.07-Ounce Tubes","Launched by the design house of Davines in , DAVINES by Davines for Men and Women posesses a blend o...","Creams, Gels & Lotions | Styling Products | Hair Care",,53085
B001WAKUDO,"Davines Defining Wonder Wax , 3.3-Ounce Jars",DEFINING WONDER WAX 3.3 OZ Design House: Davines Fragrance Notes: Davines Uses Only Renewable Energy...,Pomades & Waxes | Styling Products | Hair Care,30.36,20004
B001WAKUPM,Nutra Luxe Md 3 Unit Red Box Luscious Lips,LUSCIOUS LIP Lip Plumper This newly formulated product provides the full lips look that all woman wa...,Makeup | Lips,,608316
B001WAKUTS,"Nutra Luxe Lash MD Beauty Eyelash Conditioner 1.50ml,  Box",Physician Formulated - Ophthalogish Safety Tested NUTRALUXE LASH MD is a breakthrough technology tha...,Eyes | Makeup | Mascara,29.0,1949
B001WAKUV6,"Nutra Luxe MD Snow White Whitening Day Creme, 1.0-Ounce Box","Brighten up your skin tone with this intensive anti-aging cream. Free of hydroquinone, NutraLuxe MD ...",Day Creams | Face | Skin Care | Creams & Moisturizers,26.13,252646
B001WAKUVG,"Nutra Luxe MD PE2001C Paraben Free Botanical Cleanser, 3 oz","NutraLuxe MD Paraben Free Botanical Cleanser gently washes away dirt, excess oil and impurities for ...",Bath & Body | Body Scrubs | Scrubs & Body Treatments,24.0,205332
B001WAKUVQ,"Nutra Luxe MD Paraben Free Botanical Toner, 4.0-Ounce Box",Refresh your skin and rejuvenate your complexion with NutraLuxe MD Paraben Free Botanical Toner. A b...,Face | Skin Care | Toners & Astringents,24.0,278320
B001WAKUWA,"Nutra Luxe MD Men Only Wrinkle Serum, 1.0-Ounce Box",Look as young as you feel with NutraLuxe MD Men Only Wrinkle Serum - Night Repair. This potent night...,Face | Skin Care | Treatments & Masks,,444691
B001WAKUWU,"Nutra Luxe MD Lipo Reduction Anti-Cellulite Creme, 7.0-Ounce Box",Improve the appearance of your body with this powerful cellulite treatment. NutraLuxe MD LipoReducti...,Body | Skin Care | Lotions | Moisturizers,39.0,209915
B001WAKUX4,Nutra Luxe MD Microderm Abrasion System (Packaging May Vary),The Microdermabrasion System is a state-of-the-art home use therapy developed by physicians. The han...,Face | Skin Care | Treatments & Masks,,324825
