id,title,description,category,price,ranking,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,similarity_score
B004TDIIFS,Redken Cover Fusion Hair Color - 9NN,Redken Cover Fusion Hair Color Redken's new technological breakthrough in hair color. 100% coverage ...,Hair Color | Chemical Hair Dyes | Hair Care,11.98,229913.0,APQ4L7WMOJDX8,B007AL00CK|B003Z6RFP4|B004BRE004|B004TDQFV2,What’s the best hair dye I can use for covering gray hair with long-lasting results?,0,The user shows a preference for hair color products that offer advanced performance and low ammonia formulations.,What’s the best hair dye I can use for covering gray hair with long-lasting results?,1.0,hair dye for covering gray hair with long-lasting results,-10.196227
B0095EO044,Women's Long Golden Wig Hair points Wig,Package:1 wig and 1 free wig cap;Color: As the picture show;Material:High temperature wire;Size:Aver...,Hair Extensions & Wigs | Wigs | Styling Products | Hair Care,,421916.0,AYNOXJ4EBPPBC,B00CEUCXUO|B00DTTYF6E|B00FCVZ0AW|B00G0EJYFW|B00GSSDHCG,Could you recommend a Women's Long Golden Wig that fits my interest in hair styling and personal care?,-1,"The user shows a preference for natural and organic skincare products, particularly those that are anti-aging and suitable for sensitive skin. They also have an interest in wigs, especially those that are fashionable and suitable for cosplay.",Could you recommend a Women's Long Golden Wig that fits my interest in hair styling and personal care?,1.0,Women's Long Golden Wig,-6.685519
B00479FP4Q,"Olay 4-in-1 Normal Daily Facial Cloths, 66-Count","If you have normal skin, that doesnt mean you should use normal soap and water to wash your face. Ol...",Cleansers | Face | Skin Care | Cloths & Towelettes,9.0,469.0,A2W6OO5296BEVD,B000EA0L5K|B004M6Z2EM|B0053PTTU4|B005SRU99C,I’d like to buy facial cleansing cloths that are ideal for maintaining skin health and reducing signs of aging.,2,The user shows a unique preference for products that address wrinkle correction and puffiness treatments.,"I’d like to buy facial cleansing cloths that are ideal for maintaining skin health and reducing signs of aging. Additionally, recommend a facial serum with argan and grapeseed oils for dry skin to complement these cleansing cloths.",2.0,facial cleansing cloths|facial serum with argan and grapeseed oils for dry skin,-8.551048
B000JD4O2S,Lagerfeld By Karl Lagerfeld Mens Cologne / Eau De Toilette (EDT) Spray 1 Oz,"Launched by the design house of Karl Lagerfeld in 1978, LAGERFELD is classified as a refined, orient...",Men's | Fragrance | Eau de Toilette,16.19,31300.0,A3TLZJVX40WJOV,9790777949|B0047ETP5Q|B004FQTJO8|B0078O2GTO,"Can you help me choose a men's fragrance, specifically an Eau de Toilette in a 1 Oz size, that suits an adult male with a strong interest in men's fragrances?",-1,"The user shows a preference for fragrance sets, indicating an interest in bundled or gift-style products.","Can you help me choose a men's fragrance, specifically an Eau de Toilette in a 1 Oz size, that suits an adult male with a strong interest in men's fragrances?",1.0,"men's fragrance, specifically an Eau de Toilette in a 1 Oz size",-5.821751
B00CTBW5NS,Makeup Brushes for Professional-Home kit-12 pieces-Good affordable W/pouch-Best eye shadows liner-Foundation-Concealer-Blush-Lips face top rated cute goat hair-Eco friendly natural-Artist pink brand-High quality cosmetic sets-Silky to touch-Durable,The Secret Of Looking Great With Makeup BrushesThese High Quality Makeup Brushes Provide The Secrete...,Makeup Brushes & Tools | Tools & Accessories | Brushes & Applicators,,174328.0,A34OMQ64VUJNXD,B00CDYKRU4|B00DX02YE4|B00ED3EKZ6|B00COAYSWA|B00DCF7QW0|B00E838H7S,"I'm after a Makeup Brushes Kit, 12 pieces, with a pouch, made of goat hair, eco-friendly, and pink, that complements my interest in high-quality skincare and hair care products focused on anti-aging and hair loss prevention.",-1,"The user shows a strong preference for products containing retinol, vitamin C, and hyaluronic acid, indicating an interest in anti-aging and skin rejuvenation solutions. They also prefer products with natural and organic ingredients, as well as those offering money-back guarantees.","I'm after a Makeup Brushes Kit, 12 pieces, with a pouch, made of goat hair, eco-friendly, and pink, that complements my interest in high-quality skincare and hair care products focused on anti-aging and hair loss prevention.",1.0,"Makeup Brushes Kit, 12 pieces, with a pouch, made of goat hair, eco-friendly, and pink",-10.183958
B00ALB397Y,"Garnier Skincare Moisture Rescue Refreshing Gel-Cream for Dry Skin for Dry Skin, 1.7 Fluid Ounce",Garnier moisture rescue captures the power of antioxidant fruit water. Together with skin-healthy hu...,Face | Skin Care | Fluids | Fluids & Lotions | Creams & Moisturizers,14.99,4264.0,A2CW781KI76MCG,B00D1B1QEE|B000LIORQE|B001S48IJC|B001S4C91K|B001H7NPN4,"I want a face cream that is a gel-cream moisturizer, 1.7 fluid ounce, and suitable for dry skin.",-1,"The user shows a preference for products with natural ingredients like Dead Sea minerals and mango butter, as well as those that offer stress-relief benefits.","I want a face cream that is a gel-cream moisturizer, 1.7 fluid ounce, and suitable for dry skin.",1.0,"face cream that is a gel-cream moisturizer, 1.7 fluid ounce, and suitable for dry skin",-6.085818
B00005V5P6,"Maybelline New York Purestay Powder &amp; Foundation SPF 15, Ivory - .34 oz",Lasting finish that's powder pure. Skin looks pure and fresh for hours and hours. With spf 15.,Foundation | Face | Makeup,19.1,27210.0,ALDNKMMQN4937,B001IAINFU|B005WQEZIA|B0077RSA3S|B002QI1E9K,Can you help me choose a foundation that boosts confidence for special occasions?,0,"The user shows a particular interest in eye makeup products and tools, as well as products that enhance mood and appearance.",Can you help me choose a foundation that boosts confidence for special occasions?,1.0,foundation that boosts confidence for special occasions,4.698686
B005KL3B64,"Redken Powder Grip 03 Mattifying Hair Powder for Unisex, 0.245 Ounce",Powder grip 03 mattifying hair powder by redken for unisex - 0.245 ounce powder. It is recommended f...,Powder | Face | Makeup,14.99,16697.0,A3IU9PR0VB2D2Z,B0001D35FI|B001RI5EVY|B004UZOU2A|B001E6VCPQ,Can you help me pick a face powder that enhances natural beauty for special occasions?,3,"The user shows a preference for natural and aromatherapy products, as well as treatments that offer specific benefits like anti-inflammatory properties and complexion rejuvenation.",Can you help me pick a face powder that enhances natural beauty for special occasions? I'm not sure about the specific using scene or required functions.,-1.0,,1.0620521
B000Q8R7KW,Devita Solar Protective Moisturizer SPF 30+ -- 2.5 fl oz,"Sunshine Go Away Today And it will with DeVita's feather-light, never heavy, oily or greasy moisturi...",Skin Protection | Skin Care | Sun,13.79,3682.0,A2GMU6O3H8P3E4,B0064FH6O8|B000NJG8B8|B001ET788I|B00016X3L6,"I'm looking for a Skin Protection Moisturizer, 2.5 fl oz, that complements my interest in hair care and styling.",-1,"The user shows a preference for products that offer hair reconstruction and balance, indicating a focus on hair health and styling versatility.","I'm looking for a Skin Protection Moisturizer, 2.5 fl oz, that complements my interest in hair care and styling.",1.0,"Skin Protection Moisturizer, 2.5 fl oz",-7.575988
B0019GXOXY,Beauty without Cruelty Renewal Moisturizer Vitamin C with coq10,"Vitamin C Organic Facial Renewal Cream with CoQ10 moisturizers, revitalizes, and restores your compl...",Face | Skin Care | Creams & Moisturizers,13.42,6246.0,AHYKRMA3V8IV4,B003N4ST94|B00015XAQA|B001G7PLMS|B002CPRK9U|B000QB77NQ,Could you guide me to a face moisturizer that is ideal for soothing irritated skin after sun exposure?,2,"The user shows a preference for products that are natural or herbal, as indicated by the choice of products with ingredients like jojoba oil, aloe vera, and herbal extracts.","Could you guide me to a face moisturizer that is ideal for soothing irritated skin after sun exposure? Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this soothing moisturizer.",3.0,face moisturizer that is ideal for soothing irritated skin after sun exposure|hydrating moisturizer|nourishing face mask,-0.75862765
B0049OLZ84,"#1 BEST Vitamin C 20% Serum + Ferulic Acid &amp; Hyaluronic Acid For Maximum Anti-Aging! 100% Safe &amp; Effective! Highly Concentrated Solution To Repair, Protect, &amp; Prevent Skin Aging. No Parabens Or Oils! Stimulate Collagen, Antioxidants Neutralize Free Radicals, 1 oz / 30 ml","""FANTASTIC PRODUCT!""""This stuff really works!!!"" ""Bye-Bye skin imperfections!"" ""Works better than I ...",Oils & Serums | Skin Care | Face,36.99,912.0,A2YHEND6PBZGZP,B00F9SWMEA|B00FVZ5UFO|B000FQUGXA|B005V1A05S|B002LC5X52|B0098JU8TC|B0039LZW78|B0036B3C0A|B0000Y3C2O|B000HRVC5I,Could you guide me to a facial serum that enhances skin glow for an adult female interested in beauty and skincare?,3,"The user shows a preference for products that offer volumizing effects for hair, advanced skincare treatments like serums with active ingredients, and high-quality makeup application tools.",Could you recommend a facial serum that enhances skin glow for an adult female interested in beauty and skincare? I'm not sure about the specific using scene or required functions.,-1.0,,2.59961
B008LG8732,"Pro Beauty Tools Home Haircutting Kit, Pink",Bango by Pro Beauty Tools is a panteted at home hair trimming tool that is calibrated with three com...,Hair Cutting Kits | Styling Tools | Hair Care,13.46,64206.0,AYUUO2GCLMY29,B000VQEQXA|B002GJ7GR8|B0029ERWH4|B000PLUZL8|B002XITXWS|B0009OAHWI,Can you help me pick a hair cutting kit that’s ideal for DIY haircuts at home?,2,The user shows a unique interest in professional-grade skincare treatments and luxury perfumes.,"Can you help me pick a hair cutting kit that’s ideal for DIY haircuts at home? Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this hair cutting kit.",3.0,hair cutting kit|hydrating moisturizer|nourishing face mask,-4.791021
B00EOP3MJI,"Banana Boat for Men Triple Defense SPF 30, 6 Ounce",Banana boat triple defense sunscreen lotion for men SPF 30.&#xA0;Banana boat sunscreen for men will ...,Sun | Skin Care | Skin Protection,2.94,72513.0,A2YEOR4XJ8N3QE,B000FS05VG|B004FO6U2Y|B00AM7BSXO|B00008ZPG9|B004D2DR0Q|B0063A432W|B000AA5VD6|B0000536P4|B001E96OZ6,Please suggest a sun care product that enhances skin barrier protection for someone interested in personal care.,3,"The user shows a preference for products that offer sun protection and anti-aging benefits, as well as advanced hair styling tools.",Could you recommend a sun care product that helps with skin barrier protection? I'm not sure about the specific using scene or required functions.,-1.0,,-5.5134687
B00021DDR4,"NARS The Multiple, Maui","The original multi-purpose stick for eyes, cheeks, lips and body. Its unique, creamy formula blends ...",Blush | Face | Makeup,57.9,109615.0,A1G6O93KHNRGTR,B0054Y309K|B005792YVW|B00021WO7O|B005WG120E|B0028Q8I6C|B001ACUKCU,Could you guide me to a makeup set that is ideal for enhancing self-esteem during special occasions?,0,"The user shows a preference for products that offer rejuvenation, strengthening, and advanced formulas, indicating a focus on high-quality and effective personal care solutions.",Could you guide me to a makeup set that is ideal for enhancing self-esteem during special occasions?,-1.0,,8.062039
B000WLXWUC,Lancaster by Lancaster 365 Cellular Elixir Intelligent Anti-Aging Care ( For Delicate Skin )--/1OZ for Women,"Lancaster sensuous flowers, vanilla and musk. romantic",Skin Care | Face | Treatments & Masks,73.65,190336.0,ATPU0ERKBALGC,B006OHM01A|B00CIB53E2|B005UUHKMQ|B000ULNH9U|B00BLZNY42|B00C6XV2G0,Do you have any suggestions for a face treatment that enhances skin elasticity for delicate skin?,0,"The user shows a preference for products that offer volume and flexibility in hair styling, as well as fragrance-free skin protectants.",Do you have any suggestions for a face treatment that enhances skin elasticity for delicate skin?,1.0,face treatment that enhances skin elasticity for delicate skin,-1.983667
B00BCAQJZW,"B.M.C 100 pc. Disposable Cosmetic Eye Wands Lip Brush Makeup Applicators for Mascara, Liquid Eyeliner, Lipstick, Lipgloss -Set 2",Trading or sharing make up can mean swapping germs. These bundle packs of disposable makeup applicat...,Makeup Brushes & Tools | Tools & Accessories | Brushes & Applicators,9.99,43959.0,A14PLA9PZAEKHZ,B0039XT498|B006BFUZR6|B004LGX7XG|B000MUWSLC,I’d like a set of applicators that’s great for preventing skin irritation during makeup application.,0,"The user shows a preference for products related to enhancing eye appearance, such as mascara, and has an interest in hair care products that maintain or enhance color.",I’d like a set of applicators that’s great for preventing skin irritation during makeup application.,-1.0,,-1.742961
B0054H8MEU,Clear Acrylic Powder,"Brand New, Never Used  MIA SECRET  (one) Professional Acrylic Nail System   Clear Acrylic Powder 4 o...",Nails | Nail Art | Makeup,11.45,28676.0,AJMW94CCDUDB7,B007Y7XOVO|B000BGIYWY|B009RROHRE|B003VMW2B4|B0068Z722A|B0018DAUKI,Can you suggest a clear acrylic powder for nails that enhances artistic expression?,1,"The user shows a preference for products that offer moisturizing and detangling benefits, as well as those containing natural ingredients like shea butter and coconut oil.",Can you suggest a set of clear acrylic powders for nails that enhances artistic expression?,-1.0,,-6.9555106
B002HP5J98,SKIN79 BLEMISH BALM BB CREAM DREAM GIRLS BEBLESH BALM SPF30 PA++ 43.5g,This is a multi functional beblesh balm. Extracts from Licorice and Portulacae are good at skin irri...,Creams & Moisturizers | Skin Care | Face,11.89,41906.0,A35Y8A6B79F8GW,B0055X6KTW|B006W9UGUC|B008D5ZR5M|B009UFF9FM|B00B0N4ID6|B00BBFOVO4|B00CEK81YQ|B0055OZV64,I am interested in a BB Cream that is 43.5g and suitable for young adult to middle-aged women with a strong interest in skincare and beauty products.,-1,"The user shows a preference for products with sun protection, floral scents, and innovative skincare solutions like egg-based treatments.",I am interested in a BB Cream that is 43.5g and suitable for young adult to middle-aged women with a strong interest in skincare and beauty products.,1.0,BB Cream that is 43.5g and suitable for young adult to middle-aged women with a strong interest in skincare and beauty products,-5.3040357
