id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets
B0017Q1CZ8,Lights Out Nine,AutoRip,10.0,4.3,AFFQMPN43RPJMRQGANPWLI6O24QQ,B00C81AVNU|B0018QOIXU|B00BSWMITK|B004JKLT0C,I'm looking for something that’s a music album and also works for expanding my music library with a theatrical flair.,0,"The user shows a unique interest in adult alternative music and possibly European musical influences, as indicated by the keyword 'Continental Europe.'",I'm looking for something that’s a music album with a theatrical flair.,1.0,music album with a theatrical flair
B09HVTKLPQ,30 (Amazon Exclusive White Vinyl),Pop,31.52,4.6,AH3EAXQIARIKCKTU2T5TZVBY5U7Q,B01M264M5O|B08NT2L6WV|B000RL2208|B000TJ6CYU|B07JVPMGJY,"I'm looking for a catchy tune to play at a dance party, preferably on vinyl.",0,The user shows a unique interest in Puerto Rican music and exclusive or limited edition vinyl records.,I'm looking for a catchy tune to play at a dance party on vinyl.,2.0,catchy tune|vinyl
B004OKFIRW,Unplugged,Blues Rock | Rock,41.71,4.8,AG22R35XAN4B4UCDTDA5MOWQLO2A,B00LB5PTVS|B00K2OBWM4|B000001FHM|B00006HCW6,What’s the best music I can use for a nostalgic evening with friends who appreciate classic rock vibes?,3,The user has a unique preference for East Coast music styles and Indie & Alternative genres.,What’s some great music I can use for a nostalgic evening with friends who enjoy classic rock vibes? I'm not sure about the specific listening scene.,-1.0,
B00000JZBQ,Western Wall: The Tucson Sessions,Oldies | Pop | Traditional Pop,21.22,4.7,AE67KWHIHO5OYGAV5TNE6KMNBDJA,B0000631E5|B07KLNHNP8|B000002GXE|B000000EE1|B000000EI9|B000000EHV,Please suggest a music album for a sentimental gathering with family.,3,"The user has a unique preference for traditional and contemporary folk music, as well as interest in music collections or compilations.",Could you recommend a music album for a family gathering? I'm not sure about the specific listening scene.,-1.0,
B071GB8V4N,Villains (DELUXE),Alternative Rock | Indie & Alternative,,4.7,AG3S6O4L7EEY7K2P5KXQAZKQSJ4A,B01LYH0KNP|B06Y2JJGDC|B06XSS46GQ|B01N5TWPLR|B01LPBO5QW|B01DRNDYMM|B01DEMEV8W|B00KNI2HMS|B01AOL7DTA|B0106UFG1G|B017NCBHY0|B017VORJK6|B016ER0RG4|B0000062RU|B015RND9H0|B010GV5PVQ|B00ZGVMKCE|B00T3YBPLC|B00SSL4DA6|B00PWI4RV8|B00LPJ3L3S|B00LOUQ9HS|B00LI2L86O|B00MIA0L9U|B0017R5UDW|B00MK1RGM2|B00LWLZRIG|B00LU8QCBM|B005NJ9CHK|B00L9EORCI|B00L6AW7WC|B00KTZAL9G|B00IOODR6I|B00K0NASGI|B00KCA33E8|B00JOWHURQ|B00J5364N0|B00JDB4PLM|B0011X0UA0|B00I9UEH7U|B002YP4FPK|B00GJ7CSHG|B00272NGZU|B00EIN6L76|B00E4V0D4Y|B00E4V0DH6|B00005M1D0|B00CGUSM16,Could you recommend a track that captures the energy of a late-night drive for someone who loves Rock and Indie music?,2,"The user shows a unique preference for Psychedelic Rock, which is less common than the other genres listed. This suggests an interest in more experimental or eclectic music styles.",Could you recommend a track that captures the energy of a late-night drive for someone who loves Rock music? I’m also looking for something that works for personal reflection and creative inspiration.,3.0,energy of a late-night drive|personal reflection|creative inspiration
B0000636A3,Songs Of The World 1&2,Pop | Easy Listening,6.17,4.6,AHOXL7Y5W4JEHMH2YSLAGCSFGJCQ,B00RO5M0FC|B000001U6O|B0012IWK2K|B0000029XQ|B00L0DKJZC|B000VT2N1O|B00AWXZ9TC|B000FDPIT0|B00008XERK|B000068ZVE,"I'm interested in a Pop and Easy Listening music collection like ""Songs Of The World 1&2"" that features diverse international and classical influences.",-1,"The user shows a unique preference for music from the British Isles and Europe, as well as a taste for country music. They also have an interest in theatrical and cast recordings, indicating a possible appreciation for musical storytelling.","I'm interested in a Pop and Easy Listening music collection like ""Songs Of The World 1&2"" with diverse international and classical influences.",1.0,Pop and Easy Listening music collection like 'Songs Of The World 1&2' with diverse international and classical influences
B08GYDYCLJ,Dynamite Limited,Vinyl Store,150.99,4.2,AFHXAUIIDDSJIS5LSPVFP6FKJ7NA,B08GYDYCLJ|B08GYDYCLJ|B08GYDYCLJ|B08GYDYCLJ|B08C6DKT7W|B08C6DKT7W|B08C6DKT7W|B08C6DKT7W|B08C6DKT7W,I want to find a record that offers a nostalgic listening experience for a quiet evening at home.,0,"The user has a unique preference for exclusive and limited edition music products, particularly those related to popular artists or albums.",I want to find a record that offers a nostalgic listening experience for a quiet evening at home.,1.0,nostalgic listening experience for a quiet evening at home
B000OV14PK,Vladimir Sofronitsky recordings:1937-1953,Classical | Chamber Music,,5.0,AGY44IHY2ZULOMFJISGNK4V5NLUQ,B00000IMRC|B0000028O2|B000000SP2|B000001GQQ|B00000JS10|B000001A5L,"Can you recommend a recording of Vladimir Sofronitsky's classical chamber music from 1937-1953, as I'm particularly interested in piano compositions and performances?",-1,"The user has a unique preference for complex and expressive piano works, including ballads and character pieces, as well as compositions by Spanish and Russian composers.","Recommend a recording of Vladimir Sofronitsky's classical chamber music from 1937-1953, focusing on piano compositions and performances.",2.0,recording of Vladimir Sofronitsky's classical chamber music from 1937-1953|piano compositions and performances
B00004TCPF,Pump Up the Valuum,Punk | Indie & Alternative | Hardcore & Punk,16.06,4.8,AGGRU4I2YIZ4B2B4YHZBM5UHZBXQ,B000001IO0|B000001IRO|B000001IMO|B000000F75,I'm after a music album that works best for expressing my rebellious side during a late-night drive.,3,"The user has a unique preference for American Punk and Hardcore music, indicating a taste for more intense and underground music scenes.",I'm looking for a music album that captures my rebellious side. I'm not sure about the specific listening scene.,-1.0,
B09DYT6SGJ,Voyage,Pop,8.19,4.6,AH2SFR6Q4BKJPENEAK3T6Q54QBGA,B09DMXKHGJ|B07NBDYHVV|B07G976WN7|B06WRPXNZ5|B01N5AU6MD|B01HNBX03W|B014882SV8|B00OPMI04M|B00MJLOAD6|B00EJYGL8S|B008XX6J4C|B008FVZHEK|B000JMK6NU|B001JTTZ5W|B003WSFXNQ|B0039G9TX6|B0026P3G12|B000CS45RE,Can you suggest a catchy tune for a dance party?,0,"The user has a unique preference for musical theater and Broadway performances, as well as a taste for vocalists and chamber music.",Can you suggest a catchy tune for a dance party?,1.0,catchy tune for a dance party
B00000DRYQ,"Leonard Bernstein / New York Philharmonic / Dukas Sorcerer's Apprentice / Saint-Saens Danse Macabre, Op. 40 / Chabrier Espana / Ravel Pavane / Offenbach: Orpheus Overture",Pavanes | Classical | Ballets & Dances,17.99,4.6,AFZTENIYAT7ACUB7BKQGTUDXLNYQ,B008BOWG68|B0000032JC|B003VFFCWW|B0000CNTLU|B00000DOGW|B000FNF0V6|B000N8XWB8|B000001G6Y|B0000025PL|B0000AQVKU|B00000E58E|B000001VQR|B000003SZV,Could you guide me to a classical music piece that is best suited for a reflective evening at home?,1,"The user has a unique preference for New Wave and Post-Punk music, as well as an interest in special deals in music.",Could you guide me to a classical music piece that is best suited for a reflective evening at home? Please recommend me some different styles of music.,-1.0,
B00432400W,The Ultimate Collection,Vocal Pop | Pop,15.63,4.7,AE5H5KNFXYKS6CGY2GBP7APUIBAA,B000002ANX|B002NORZSG|B0001ERTMM|B000NM93SU|B0007NBAIG|B000000JSZ|B00065FC2K,Any suggestions for a CD compilation of Vocal Pop and Pop music that might appeal to an adult with a strong interest in spiritual and nature-themed music?,-1,"The user shows a unique preference for music that incorporates natural sounds, particularly those featuring loons, and enjoys music that offers a spiritual or mystical experience.",CD compilation of Vocal Pop and Pop music with spiritual and nature-themed elements.,3.0,CD compilation|Vocal Pop and Pop music|spiritual and nature-themed elements
B0000047A8,Weary Blues,Spoken Word | Comedy & Spoken Word,12.95,4.5,AEBFTNRU7Q4L3BWVN2LRS3BHR2KA,B0007QJ1FC|B0000DJYMS|B00000JQFG|B0007YMVOW|B0001MZ80Y|B0007OY3U2|B000007TMX|B0001UL7RY|B000008KSR|B000001ALS|B000058A1G|B00004ZAZ9|B0002PUH6K|B0000025AK|B000003N7Y|B00008WT4F|B00018D44U|B00005JCIC|B000000JO0|B0000001NA|B0000033C3|B00007KKNR|B0001P2KC0|B0000059XR|B000002TU9|B0002IQGUI,Do you know any music that would work well for a relaxing evening of poetry recitation?,3,"The user shows a unique interest in niche music collections and possibly rare or special edition albums, as indicated by keywords like 'Today's Deals in Music' and 'CDs $7 - $10'.",Do you know any music that would work well for a relaxing evening? I'm not sure about the specific listening scene.,-1.0,
B000007TU0,Best of Alcatrazz,Metal,6.4,4.6,AGAS2YOX3VVGSOVR3CB3YHXC5R3A,B0000025HY|B0007GP66A|B000002L3D|B0006SNK8U|B0000009OD|B000063T27|B00008MHAE|B0002JP42S|B00004VXF2|B000006ZDU|B00005620K,Can you suggest a powerful track for when I need to channel my emotions after a long day?,0,"The user shows a unique preference for European music and has a tendency to explore deals in music, particularly in the price range of $7 - $10.",Can you suggest a powerful track for when I need to channel my emotions?,1.0,powerful track for when I need to channel my emotions
B08WP9GK1Q,People / Give Me Your Love For Christmas / The Impossible Dream / LoveTheme From Romeo & Juliet A Time For Us,Christmas | Holiday & Wedding,17.47,4.7,AGG75AABVYBT27HUGAKMGZRUV3AQ,B07VHY4YJW|B07QKGK3HJ|B086B9S61X|B07QH82MZL|B003WKA85M|B00004SVJP|B000002676|B0000026KY|B07VJWWJSL|B000V9KE4W|B0000028VQ|B000K7UG2K|B00005U120|B00EULQJXM|B005R2RZT0|B0128ZTZSC|B008RCO5QS|B000219986|B00000265P|B0757CWNSC|B008IGP8XM|B00005Q50M|B00UCFVIDQ|B00065L706|B00005RGNI|B0000CFW87|B002NOYX5O|B00005BCHQ|B000A2RRF4,Please suggest a classic tune with male vocals for a festive family reunion.,1,"The user shows a distinct interest in expanded editions and collections, indicating a desire for comprehensive and enriched musical experiences. They also have a notable interest in holiday-themed music and soundtracks from musicals.",Please suggest a classic tune with male vocals for a festive family reunion. Please recommend me some different styles of music.,-1.0,
B000040OCD,"Bruckner: Symphony, No. 8 in C Minor",Classical | Today's Deals in Music | Classical General | CDs Under $7,5.76,4.6,AGH5CQDVHE6ROL2UHSIE6SXXSJFA,B000XUIY3W|B000002RT5|B000000WQ3|B000003FBI|B0000V8CIQ|B00000I5GE|B00004R8M3|B000023YR1|B00005NUOO|B000089RVP|B000KP61ZI|B000003G38|B00005JI4Z|B0000507Y7|B00008O8B3|B000031WYN|B00006RHQG|B0000041BV|B00013UKM4|B00000JC7S|B000000AHZ|B000067DNW|B000EOTF8U|B000H5TV26|B000004CXD|B000003FD9|B000000AY9|B00005NSR0|B000003FA7|B000002A6J|B000000B0B|B0000046R2|B000GFLEU4|B0000BWVDL|B0000CF31T|B000CNEO1G|B000FDEUFS|B0000057CG|B0002CX4Q8|B000001GXR|B00007EEK6|B000046Q2R|B00002DF9N|B00000E4G5|B0009X6ZS4|B0000013OQ|B00000JLEP|B000003CWI|B000002N9X|B00008FV8W|B000005J2D|B00005OAD4|B0001JXOUI|B00004TQPK|B000000T9W|B00000DI3F|B000003CMC|B00004S53N|B000001GYS|B0000057DU|B0000026ZQ|B0000042HK|B000001GNI|B000006PKI,Could you guide me to a symphony CD that is perfect for cultural enrichment during a wine tasting?,1,"The user shows a unique preference for trumpet concertos and works by composers like Bach, Haydn, and Shostakovich. They also enjoy music that features intricate instrumental arrangements and historical performances.",Could you guide me to a symphony CD that is perfect for cultural enrichment during a wine tasting? Please recommend me some different styles of music.,-1.0,
B00004WN09,Born to Do It,House | Dance & Electronic,8.07,4.7,AGPRVSV7F2ZAGBFF6WSAI5ITQCRA,B000005J7X|B00004TH83|B00004WF5V|B000025AJF|B00002MHTS|B00003ZA25|B00000IWUG,Do you have any suggestions for a track that would be perfect for a father-daughter dance at a wedding?,3,"The user has a unique preference for music that incorporates Celtic and New Age elements, as well as a notable interest in French music styles.",Do you have any suggestions for a track that would be great for a father-daughter dance? I'm not sure about the specific listening scene.,-1.0,
B000007RU1,"Genesis Archive, Vol. 1: 1967-1975",Progressive Rock | Rock | Progressive,,4.8,AFE6CBLZXZFBYGQ2KSZ4XB2DQWSQ,B0016OMFNY|B001ULAUFS|B00006696R|B00004TSB6|B0002NRQTS,I am looking for a music compilation that is perfect for a thought-provoking evening of artistic exploration.,1,"The user shows a unique preference for music that falls under 'Today's Deals in Music,' indicating an interest in discovering new or discounted music offerings.",I am looking for a music compilation that is perfect for a thought-provoking evening. Please recommend me some different styles of music.,-1.0,
B000001UQV,Confession,Oldies | Pop | Traditional Pop,23.11,5.0,AGVGRZJUE7W3AB6L6LF4WB2VCP2Q,B003PTP4YU|B001KP2Y3K|B0009MJFQE|B000001UQD,Can you suggest a tune that would be perfect for a sentimental father-daughter dance at a wedding?,2,"The user has a unique preference for Vocal Jazz and Adult Alternative music, indicating a taste for sophisticated and eclectic sounds.",Can you suggest a tune that would be perfect for a father-daughter dance at a wedding? I’m also interested in something that would work well for sentimental moments and family gatherings.,2.0,father-daughter dance at a wedding|sentimental moments and family gatherings
B00006GA4S,Kings Of Crunk       Explicit Lyrics,Electronica | Dance & Electronic,14.25,4.7,AFAWHV25ZKA4MTDVOC6OVOIUKJ3A,B00000IMGM|B00004TH6I|B000005Z0E|B0000TAZME|B000023VR6,"Can you recommend an explicit electronica dance track with energetic beats and vibrant rhythms that aligns with my interest in music genres featuring explicit lyrics, like Rap & Hip-Hop?",-1,"The user has a unique preference for music that falls under the Gangsta & Hardcore subgenre, indicating a taste for intense and gritty themes in their music selection.",Can you recommend an explicit electronica dance track with energetic beats and vibrant rhythms featuring explicit lyrics?,3.0,explicit electronica dance track|energetic beats|vibrant rhythms featuring explicit lyrics
B000O178BY,Year Zero,Indie & Alternative | Goth & Industrial | Industrial | Alt Industrial,13.98,4.7,AEKII42EM4BCR2C5C7YSVD6JKTVQ,B00000266N|B0000296JB|B00005QG9J|B00005MHQO|B000002H35|B0000005LA|B00005OM4M|B000056K04|B00000J60C|B000050HZO|B00000I5M6|B00000099S|B00000313O|B000002UVZ|B00002EPKW|B00004Z0LW|B00000J6BR|B00000272G|B000001Y5Z|B000001FS1|B00001QGQI,I'm looking for a music that captures the essence of a late-night drive with a touch of rebellion.,1,"The user shows a distinct preference for alternative rock and indie music, as indicated by their interest in products labeled under 'Alternative Rock' and 'Indie & Alternative.'",I'm looking for music that captures the essence of a late-night drive with a touch of rebellion. Please recommend me some different styles of music.,-1.0,
B0000009ZV,Captured Live,Chicago Blues | Blues | Regional Blues,16.69,4.6,AERBJLQSQ4MLFFNJNPQU2YWW3LOA,B00006399Z|B002WHT0YQ|B00035W09G|B0000009YW|B0733G38N4,Do you have any suggestions for a music piece that captures the essence of cultural heritage for a live performance in an urban setting?,1,"The user has a unique preference for Chicago Blues and Regional Blues, indicating a specific interest in blues music with a regional influence.",Do you have any suggestions for a music piece that captures the essence of cultural heritage for a live performance? Please recommend me some different styles of music.,-1.0,
B0000AGWEC,Measure of a Man,CDs $7 - $10 | Dance & DJ | Dance General | Today's Deals in Music,7.28,4.6,AE5N6WL34F27ZNAMU7GC2ZLE4LDA,B00009WHS1|B00009PRZF|B00008MNYR|B00008V61U|B00005KAVP|B00003G1I8,Can you help me pick a music CD that's perfect for a lively dance party with friends?,1,"The user shows a unique preference for genres like Trip-Hop and Baroque Pop, indicating an interest in more eclectic and sophisticated musical styles beyond mainstream pop.",Can you help me pick a music CD that's perfect for a lively dance party with friends? Please recommend me some different styles of music.,-1.0,
